year,quarter,sentence,kust_score,kust_label
2024,4,Average deposits were down 4% year-on-year and flat sequentially as consumer balances have stabilized.,0.9675942659378052,Negative
2024,4,Average Banking & Payments loans were down 2% year-on-year and down 1% sequentially.,0.9998422861099243,Negative
2024,4,"Global Corporate & Investment Banking loans were down 2% quarter-on-quarter, driven by paydowns and lower short-term financing,
primarily offset by new originations.",0.9998975992202759,Negative
2024,4,"In Commercial Banking, Middle Market loans were also down 2% driven by paydowns, predominantly offset by new originations.",0.996222972869873,Negative
2024,4,"NII of $2 billion was down $415 million
year-on-year, driven by the impact of lower rates, largely offset by balance sheet actions, primarily securities reinvestment activity.",0.9999955892562866,Negative
2024,4,"NIR was a
net loss of $30 million, compared with a net loss of $668 million in the prior year, driven by lower net investment securities losses this quarter.",0.9958235025405884,Negative
2024,4,"And expenses of $550 million were down $3 billion year-on-year, predominantly driven by the absence of the FDIC special assessment of $2.9
billion in the prior year.",0.9996898174285889,Negative
2024,4,"It's worth noting that the NII decrease is driven by both the cut expected in 2025 and the impact of the 100 basis points of cuts
in the back half of 2024.",0.9801416397094727,Negative
2024,4,"On deposit margin, we expect modest compression due to lower
rates.",0.9040176868438721,Negative
2024,4,"And finally, while we
haven't explicitly called it out in each bar, inflation remains a source of some upward pressure.",0.9998252987861633,Negative
2024,4,"Finally, let me say a few words about the wildfires in Los Angeles.",0.558896005153656,Negative
2024,4,"I just want to point out that Daniel Pinto is not leaving the company yet, so it's a bit premature what I'm about to do.",0.6298602223396301,Negative
2025,1,"Markets was down $430 million, or 2%, driven by the impact of lower rates and deposit margin compression, as well as lower deposit balances
in CCB.",0.9999696016311646,Negative
2025,1,"In addition, it's important to note that the increase in the allowance is not, to any meaningful degree, driven by
deterioration in the actual credit performance in the portfolio, which remains largely in line with expectations.",0.9998902082443237,Negative
2025,1,"We ended the quarter with a CET1 ratio of 15.4%, down 30 basis points versus the
prior quarter as net income and OCI gains were more than offset by capital distributions and higher RWA.",0.9985122084617615,Negative
2025,1,"In Banking &
Wealth Management, revenue was down 1% year-on-year, driven by lower deposit NII, predominantly offset by growth in Wealth Management
revenue.",0.9999943971633911,Negative
2025,1,"In Equity underwriting, fees were down 9% year-on-year, reflecting challenging market conditions.",0.9999994039535522,Negative
2025,1,"In light of market conditions, we are adopting a cautious stance on the Investment Banking outlook.",0.9999983310699463,Negative
2025,1,"While client engagement and dialog is
quite elevated, both the conversion of the existing pipeline and origination of new activity will require a reduction in the current levels of
uncertainty.",0.9991969466209412,Negative
2025,1,"Average
Banking & Payments loans were down 3% year-on-year and down 1% sequentially as we continued to observe payoff activity and limited
demand for new loans across client segments.",0.9999984502792358,Negative
2025,1,"NII of
$1.7 billion was down $826 million year-on-year.",0.9999983310699463,Negative
2025,1,"The current quarter included the significant item I mentioned upfront, while the prior-year quarter included net securities losses of $336 (sic)
[$366] million.",0.9888896942138672,Negative
2025,1,"Expenses of $185 million were down $1.1 billion year-on-year, driven by the changes to the FDIC special assessment accruals I mentioned
upfront.",0.9971413016319275,Negative
