question_order,question_answer_group_id,speaker,role,company,content,year,quarter,content_type,score,label
31,1,Jeremy Barnum,CFO,JP Morgan Chase & Co.,"Right. So, I think what's true about spreads in general, just broadly credit spreads including secondary markets and to some extent the
leverage lending space, is that they are exceptionally tight. So, I'm sure that's reversed a little bit in the last few days.  But bro adly throughout
the quarter, we've really seen credit spreads tighten quite a bit. You even see that a little bit in our OCI this quarter, wh ere losses in OCI that
we would've had from higher rates have been meaningfully offset by tighter credit spreads in  the portfolio. So broadly, sort of in keeping with
the big run -up that we saw in equity markets and the general sort of bullish tone, you saw quite a bit of credit spread tightening in secondary
markets.
That, I think, has manifested itself a little bi t in the leverage lending space in the normal way that it does, and that there's a lot of competition
among providers for the revenue pool, and you start to see a little bit of loosening of terms which always makes us a little bit concerned. And
as we have  in the past, we are going to be very well prepared to lose share in that space if we don't like the terms. We never compromis e on
structure there. So, you are seeing a little bit of that.
I think that, away from the leverage lending space in the broader C&I space, there was a moment a few months ago where I thin k, in no small
part, as a result of banks generally anticipating this more challenging capital environment and sort of disc iplining a little bit their lending, you're
seeing a little bit of widening actually in those corporate lending spreads. I don't know if that trend has like survived ove r the last few weeks,
and  it was little bit hard to observe in any case .
But I would say broadly, the dynamics are the tension between people trying to be careful with their balance sheets and the f act that overall
asset prices and conditions are quite supportive and secondary market credit spreads have rallied a lot .",2024,1,answer,0.8015815019607544,Negative
57,0,Jim Mitchell,Analyst,Seaport Global,"Oh, hey, good morning. Maybe just one last question on sort of deploying excess capital. It seems like the two primary ways t o do that
organically would be through the trading book or the loan book. So, maybe two questions there. One, trading assets were up 20% year -over-
year. Is that you leaning into it or just a function of demand? And is there further opportunities to grow that?
And then, secondly, outside of Card, loan demand has been quite weak and any thoughts from yo u on if you're seeing any change in demand
or how you're thinking about loan demand going forward? Thanks.",2024,2,question,0.6987122297286987,Negative
35,1,Jamie Dimon,CEO,JP Morgan Chase & Co.,"Yeah. And also in the debt markets, rates came down, spreads are quite low, and markets are wide open. So it kind of makes sense that
people are taking advantage of that today. Those conditions may not prevail, be the ongoing conditions late next year.",2024,3,answer,0.8962433934211731,Negative
37,1,Jeremy Barnum,CFO,JP Morgan Chase & Co.,"So I think what there is to say about consumer spend is a little bit boring in a sense because what's happened is that it's become normal, so
meaning – I mean, I think we're getting to the point where it no longer makes sense to talk about the pandemic, but maybe one last time . One
of the things that you had was that heavy rotation into T&E as people did a  lot of traveling and they booked cruises that they hadn't done
before, and everyone was going out to dinner a lot, whatever. So you had the big spike in T&E, the big rotation into discreti onary spending,
and that's now normalized. And you would normally t hink that rotation out of discretionary into nondiscretionary would be a sign of consumers
battening down the hatches and getting ready for a much worse environment. But given the levels that it started from, what we  see it as is
actually like normalizatio n. And inside that data, we're not seeing weakening, for example, in retail spending.
So overall, we see the spending patterns as being sort of solid and consistent with the narrative that the consumer is on sol id footing and
consistent with the strong labor market and the current central case of a kind of no -landing scenario economically. But obviously, as we
always point out, that's one scenario and there are many other scenarios.",2024,3,answer,0.7817420363426208,Negative
63,1,Jeremy Barnum,CFO,JP Morgan Chase & Co.,"No. Those were core NII or NII ex.. So again, reiterating at the time, the 2024 consensus was $91.5 billion. The 2025 consens us was $90
billion on NII ex. and our point was that that number, which remains an asset -sensitive number, indicated an insufficien t amount of sequential
decline year -on-year. The current consensus as we see it for NII ex. Markets is $87 billion. And as we've noted, that's closer albeit maybe s till
a little bit toppy.",2024,3,answer,0.8087061643600464,Negative
77,1,Saul Martinez,Analyst,Inc.,"Okay. That's helpful. So it sounds like you're a little bit above that, but there's still some pressure. But you're not dramatically above those
levels.",2024,3,question,0.9147732853889465,Negative
21,0,Jeremy Barnum,CFO,JP Morgan Chase & Co.,"Yeah, it's a good question. And I think given the significant improvement in business sentiment and the general optimism out there, you might
have expected to see some pickup in loan growth. We are not really seeing that. I don't particularly think that's a negative. I think it's probably
explained by a combination of wide-open capital markets, and so many of the larger corporates accessing the capital markets and healthy
balance sheets in small businesses and maybe some residual caution. And maybe there are some pockets and some industries where some
aspects of the policy uncertainty that we might be facing are making them a little bit more cautious than they otherwise would be about what
they're executing in the near-term. But, we'll see what the new year brings as the current optimism starts getting tested with reality, one way or
the other.
And maybe if it materializes with tangible improvements and things one way or the other, you'll actually see that come through C&I loan growth
in particular.",2024,4,answer,0.6683250069618225,Negative
27,0,Jamie Dimon,CEO,JP Morgan Chase & Co.,"So, we are never going to tell the market what we're going to do. You all know that everybody is out there modeling these things, trading
against these things. So, steady consistent buyers in the marketplace who are so predictable are making a mistake.",2024,4,answer,0.9962103366851807,Negative
32,0,Jeremy Barnum,CFO,JP Morgan Chase & Co.,Yeah. It is worth noting that NII ex. Markets is down year-on-year. So there's some normalization there.,2024,4,answer,0.9968509078025818,Negative
43,0,Ebrahim Poonawala,Analyst,Inc.,"Good morning. I guess just two questions. In terms of areas of vulnerability, so I heard you, Jeremy, on the lending side, but lots of
crosscurrents. Like, if we anchor to the fact that you have a new administration that's taking place or take office with a focus on domestic
CapEx. Even if we don't get any rates cut, when you look through your customer base where do you see areas of vulnerability, be it because of
tariffs, be it because of just lack of any additional relief from the Fed? Yeah, would love to hear just from a credit quality perspective what no
rate cuts might mean.",2024,4,question,0.964214026927948,Negative
45,0,Jamie Dimon,CEO,JP Morgan Chase & Co.,"I would just point the biggest driver of credit has been and always will be unemployment. That's both in the consumer side and it bleeds into
the corporate side. It bleeds into mortgages, sub-prime, credit card. So, really, it's your forecast of unemployment, which you have to make
your own, which will determine that over time. And so, the second thing you said, vulnerabilities, it's unemployment, but the worst case would
be stagflation. Higher rates with higher unemployment will drive higher credit losses literally across the board. We're not predicting that, but
you just asked where the vulnerability is, that's the vulnerability.",2024,4,answer,0.9920378923416138,Negative
3,0,Jeremy Barnum,CFO,JP Morgan Chase & Co.,"Yeah, that's a good question, Ken. You're right. So if you remember, last quarter we said that we had one cut in the curve. I think latest curve has
something like three cuts. And so, we've talked a lot, obviously, about how we are asset sensitive. You now see our EaR disclosed in the
supplement, and probably our empirical EaR is a little bit higher than our modeled EaR as a result of the relatively low – lower than modeled
rates paid in Consumer. So when you put that together, all else equal, the drop in the weighted-average IORB, which is about 22 basis points,
should produce a notable headwind in our NII ex. Markets.",2025,1,answer,0.5163125395774841,Negative
9,0,Jeremy Barnum,CFO,JP Morgan Chase & Co.,"I just – before Jamie answers that, Erika, I just want to make one brief comment, which is the banking system being a source of strength means
what it says. In other words, banks doing their job to support the economy. That's not a statement about bank equity performance and the
extent to which banks are cyclical or not. Like obviously, a recessionary environment, as I've frequently said, all else equal, is bad for banks
from an equity performance perspective. We're talking about the financial strength of banks' balance sheets and our ability to support our
clients in a difficult moment.",2025,1,answer,0.8107886910438538,Negative
27,0,Matt O’Connor,Analyst,Inc.,"Good morning. Just wanted to drill down on the credit card spend. Any comments in terms of changing patterns on the consumer card spend?
There's been headlines in travel kind of going down. Just talk about some of the puts and takes in that up 7% year-over-year.",2025,1,question,0.5744985938072205,Negative
28,0,Jeremy Barnum,CFO,JP Morgan Chase & Co.,"Yeah, it's a good question and we're seeing that too. So let me talk about travel. I mean we obviously saw the airlines discuss what they are
seeing as headwinds for them, specifically in airline travel, and we're seeing that too through the card spend. It's not obvious to us that that's
necessarily an indicator for broader patterns. There are a variety of potential explanations for the narrow drop in airline spend.
And as I mentioned previously, another thing that we are seeing looking at the April data is what would appear to be a little bit of front-loading
of spending, specifically in items that might be – have prices go up as a function of tariffs. So you see people behaving rationally, and I have
noted even you hear anecdotes, and I've seen evidence of companies specifically advertising we have pre-tariff inventory and so on and so
forth. So it's not that surprising that you're seeing that a little bit in the spending data.
The other thing that people are kind of interested in this space is like what's happening by income band, because we have seen some of the
retailers and other folks talking about weaknesses in the lower income segment. And I think when we look at our Card data and also our cash
buffers and peoples' checking accounts, of course, it is true that it is relatively weaker in the lower income segment. But when you take a step
back and you ask, are we seeing signs of distress in the lower income segment? The answer is no. So, sure, the margin and cash buffers are
lower, and you see some rotation of spend and spending is a little bit weaker than it was in the peak spending moments. But actually, some of
the increases in spending that we're seeing in April are actually coming from the lower income segment. So no evidence of distress, I would
say.",2025,1,answer,0.8809356689453125,Negative
31,0,Jamie Dimon,CEO,JP Morgan Chase & Co.,Delinquencies in Home Lending.,2025,1,answer,0.9998577833175659,Negative
38,0,Steven Chubak,Analyst,Wolfe Research,"Hi. Good morning and thanks for taking my questions. Wanted to start off with one on the proposed SLR changes and just the impact of rate
volatility. The Treasury is committed to providing relief to the banks under the SLR just to help mitigate some of the volatility in the 10-year. But
given the geopolitical concerns, weakening global demand for treasuries, how does it inform your appetite just for purchasing U.S. Treasuries
if those reforms are implemented and just how you're managing rate risk maybe more holistically across the Firm, just in light of some the
recent volatility?",2025,1,question,0.5043140053749084,Negative
41,0,Steven Chubak,Analyst,Wolfe Research,"Thank you both for that perspective. And just for my follow-up, did want to ask on the Markets outlook. So, admittedly, less surprising to hear
some of the cautious IB commentary in light of the uncertainty. But was hoping you could just speak to the Markets businesses which have
been performing extraordinarily well of late and just given the combination of elevated volatility, but also some indications that clients are
taking down risk, how you expect that business to perform over the coming quarters.",2025,1,question,0.5983812212944031,Negative
51,0,Ebrahim Poonawala,Analyst,Bank of America,"Thank you. Good morning. I guess just wanted to follow up on the macro uncertainty. I think when you talk to investors, we've gone from
enthusiasm for a pro-business administration to a lot of headwinds. And I think Jamie mentioned you'll have companies take down guidance, et
cetera, potentially over the coming weeks. I'm just wondering what is it you think we need to see before this uncertainty abates, or the 90-day
pause that we saw with some of the other countries on tariffs. Is that enough? Or I'm just wondering when you talk to clients, corporate CEOs,
what are they looking for from the administration that would inject confidence to get back anywhere close to where we were maybe 60 or 90
days ago?",2025,1,question,0.9758032560348511,Negative
53,0,Ebrahim Poonawala,Analyst,Bank of America,"Got it. I guess as a follow up, I think there's a lot of concern also in the treasury markets. We've seen the 10-year move from 3.99% to 4.50% in a
matter of a week. Just your comfort level on terms of the functioning of the treasury market. Do you see the Fed stepping in, pausing QT,
maybe even initiating some treasury purchases? Just any color would be great.",2025,1,question,0.9097057580947876,Negative
64,0,Jamie Dimon,CEO,JP Morgan Chase & Co.,...which we know will not happen.,2025,1,answer,0.6300828456878662,Negative
87,0,Mike Mayo,Analyst,Wells Fargo,"Hey, Jamie, you just said on this call, there's a ""Deep recognition of flaws"" by the new regulatory regime. And can you put – you or Jeremy, put
some meat on the bones as far as what's been an ideal scenario? You keep the safety and soundness of the system, but you rid all – as much
red tape and bureaucracy as possible. How much could expenses potentially decline? I assume you pass on some of that to customers and
you'd keep some of that, and the regulators would save money. So, some meat on the bones about the potential concrete savings from
deregulation.
But before that, the negative, which you highlight in the press release and the Chairman Letter about trade wars, Jamie, you went from trade
wars ""Get over it"" to this week say, ""Do something."" So just as far as the tariff journey, what were you initially expecting to what happened and
do you really think next earnings call we'll be through most of the uncertainty? Thanks.",2025,1,question,0.5803724527359009,Negative
99,0,Jeremy Barnum,CFO,JP Morgan Chase & Co.,"And I do think that the fact that the revenue performance in this quarter is good shouldn't make us lose focus on the importance of the larger
fixes around financial resource deployment by regulated banks to supporting the capital markets ecosystem. Everything Jamie's been talking
about SLR, LCR, ILST, G-SIB, Basel III Endgame, RWA, the whole panoply of items, which interacts, as we've often talked about and is miss-
calibrated, it will, at the margin, make it harder for banks to serve a stabilizing function in a difficult moment. So that remains quite important as
a policy priority.",2025,1,answer,0.9996896982192993,Negative
