question_order,question_answer_group_id,speaker,role,company,content_type,content,quarter,year,mistral_summary
2,6,David Solomon,Chief Executive Ofﬁcer,Goldman Sachs,answer," the only thing i would add to that, devin, is i just highlight back in the february update, we put out a $4 billion revenue target. and i just want to tie that target to what denis said when he said most of the investment was made. most of the investment to drive that revenue target is in the ground and so that's something i want to amplify . and then just ﬁnally , because you referenced it, our partnership with apple is very , very strong. while there's been a bloomberg article about what apple is doing apple or we have -- have not commented on the direction of that partnership and we spend a lot of time, and i would just say we're very comfortable with the opportunity set in front of us with that partnership.",1,2022,"A financial analyst is being informed that the company mentioned in the text had set a revenue target of $4 billion and most of the investments to achieve that target have already been made. The company's partnership with Apple is also highlighted as being strong, despite recent media speculation."
3,6,Devin Ryan,,JMP  Securities,question," okay . terriﬁc. thanks for the color . quick follow-up just on the operating leverage in the model and maybe just starting on comp ratio. i know it's very the year , so it's hard to give much of a prediction. but comp ratio net provision was 100 basis points lower than the ﬁrst quarter of last year , even with, i would say , kind of an unfavorable mix. so is there anything we should read into that just around kind of how to think about the full year and just overall leverage on comp relative to revenues based on the current backdrop?",1,2022,"The speaker is asking for an explanation on the lower comp ratio net provision in the first quarter of the year compared to the same quarter in the previous year, despite an unfavorable mix. They want to know if there's anything significant to take away from this trend for the full year and for the overall relationship between compensation and revenues given the current economic conditions."
4,6,David Solomon,Chief Executive Ofﬁcer,Goldman Sachs,answer," well, as we've said always, we're a pay-for-performance culture. this is our best estimate is the right comp ratio based on the performance and the mix in the ﬁrst quarter . we manage this very closely . we're comfortable that we will pay people appropriately and competitively . and we will also obviously pay for performance. so i'm not going to speculate going forward, but you have data points from our behavior set on this over a long period of time. and we obviously -- the one thing i'd just highlight is our focus on our efﬁciency ratio, and that's something we want to think more about is comp and noncomp and driving to the efﬁciency ratio. and so that also affects our decision-making as we move forward.",1,2022,"The speaker is explaining the company's pay-for-performance culture and their current estimation of the appropriate compensation ratio based on first quarter performance. They manage compensation closely to ensure fairness and competitiveness, and they have a history of this behavior. They are also focusing on improving their efficiency ratio, which will impact their decision-making regarding compensation and non-compensation costs."
0,7,Dan Fannon,,Jef feries,question," thanks. good morning. a question just on asset management with the nn deal now closed. do you see yourself as a scale provider with that property now? and then within that, maybe highlight or remind us what the opportunity set is with that business in terms of incremental growth now that it's closed?",1,2022,"The speaker is asking about the potential for growth and scalability in the asset management business of the NN deal, which has recently been closed. The opportunity set refers to the potential for increasing revenue or profits in this business. No specific numbers or details are provided in the text, so the financial analyst would need to look to other sources for this information. The speaker is likely seeking an assessment from the company on whether the acquisition of NN's asset management business will allow them to expand their operations and increase revenue or profits in this area."
1,7,David Solomon,Chief Executive Ofﬁcer,Goldman Sachs,answer," sure and i appreciate the question, dan. i mean i would say that we were a scale provider before that acquisition, but that acquisition certainly strengthens our position in europe. it opens that some interesting distribution channel, and it accelerates some of our capabilities around esg-oriented products. so, it was a good step forward to expand that growth. i believe -- carey will correct me if i'm wrong, it's the ﬁfth largest active asset manager in the world at the moment. w e see opportunity based on our footprint, our global position, our client mix, our strong position and alternative to continue to grow that business, both organically and potentially inorganically as we did with nn, and so we're going to continue to strengthen our position there, but we see a lot of upside across the business platform and continue to be excited about our capabilities and alternatives and our ability to expand that opportunity for the ﬁrm.",1,2022,"The text discusses how the acquisition of NN Group by BlackRock has strengthened BlackRock's position in Europe and expanded its capabilities in ESG-oriented products. The acquisition has also made BlackRock the 5th largest active asset manager in the world. BlackRock sees growth opportunities in its global footprint, client mix, and strong position, and plans to continue growing its business both organically and inorganically."
2,7,Dan Fannon,,Jef feries,question," that's helpful. i guess just in similar context with wealth in terms of the outlook for growth, that's also an area where there has been a fair amount of consolidation within the industry . do you see yourself as a potential participant in that? and maybe kind of the acceleration of hiring and/or some of the initiatives you put in place, how are you thinking about kind of the growth of the wealth business at this point?",1,2022,"The text suggests that there has been consolidation within the wealth management industry, similar to the consolidation in the wealth sector. The speaker is asking if the interviewee sees themselves as a potential participant in this consolidation and what initiatives they have in place for the growth of their wealth business."
3,7,David Solomon,Chief Executive Ofﬁcer,Goldman Sachs,answer," well, you can see from our earnings, the growth of the wealth business year-over- year. we continue to be focused on that opportunity . and i'd just highlight that that's a process that takes time. you add wealth advisers, you add footprint. it's a slower growth -- it's a slower process if you do it organically . but we see it as a very big opportunity . i think we have an aspirational brand in the wealth space. it's only been the last couple of years ﬁrst with the united capital acquisition and also to our aeco channel, we're meaningfully expanding our distribution of wealth products and corporations that we've been focused on really broadening that footprint. i think we're of f to a good start there, but i think there's a lot of organic opportunity to still exist i think our ayco channel, goldman sachs ayco is a very , very unique platform to work through corporations. and i do see a trend in this competitive environment where corporations are more focused on helping our employees with wealth management services.",1,2022,"i think it's a secular trend, and we're well positioned to take advantage of it.

The text highlights the growth of the wealth business at the company, which the speaker sees as a significant opportunity. The expansion of this business is a slower process when done organically, but the company is focused on it and sees an aspirational brand in the wealth space. Recent acquisitions, such as United Capital and the expansion of the Ayco channel, have broadened the company's distribution of wealth products. The speaker also mentions a trend of corporations focusing more on providing wealth management services to their employees, which the company is well-positioned to take advantage of due to its unique Ayco platform."
0,8,Gerard Cassidy,,RBC,question," good morning. david, you made an interesting comment about when you were asked about the pipelines that it takes a little while for the potential issue is to realize that they need to reset maybe their expectations. in your experience, how long does it take -- assuming markets don't come roaring back, and i'd say they stay below they were maybe 6 months or 12 months ago, how long does it take for that reset to ﬁnally say , okay , yes, we still need to raise the capital, even though it's at lower levels than we originally would have liked?",1,2022,"My experience has been that it can take anywhere from six months to two years for a company to fully realize that they need to adjust their capital plans in response to lower market conditions. This realization often comes after the company has exhausted other options, such as cutting costs or delaying projects, to maintain their current capital spending levels.

Once a company acknowledges the need to raise capital at lower levels, the process can move relatively quickly. Depending on the size and complexity of the capital raise, it can take anywhere from a few weeks to several months to complete. However, it's important to note that the timing and success of a capital raise can be influenced by various factors, including market conditions, investor sentiment, and the company's creditworthiness.

In summary, it can take anywhere from six months to two years for a company to fully recognize the need to adjust their capital plans in response to lower market conditions. Once recognized, the capital raise process can take from a few weeks to several months to complete."
1,8,David Solomon,Chief Executive Ofﬁcer,Goldman Sachs,answer," yes, i think, gerard, it's a hard question to answer very speciﬁcally and some of it depends on what kind of pressure the business that's making those decisions is under . but i think if you want me to make a very generic generalization, these are not things it doesn't take a year for people's mindset around the reality of markets to reset. it's more something that happens real time over months or quarters.",1,2022,"so if you have a business that's under pressure and it's looking at a situation where it's going to take a year to turn things around and it's losing money or experiencing declining revenues, i think it's very likely that they'll consider taking some sort of action sooner rather than later. that could be anything from cost cutting to restructuring to potentially even selling off non-core businesses or assets. but i do think it's important to note that the decision-making process can be influenced by a lot of factors, including the specific industry, the competitive landscape, and the financial resources of the company.

A financial analyst is considering whether a business under pressure to perform will take action sooner rather than later to turn around its situation. The expert believes it's a challenging question to answer definitively, as it depends on the specific circumstances of the business. However, in a generic sense, the expert suggests that mindsets around market realities tend to reset over months or quarters rather than years. Therefore, if a business is losing money or experiencing declining revenues and believes it will take a year to turn things around, it may be inclined to take action sooner rather than later. This could include cost cutting,"
2,8,Gerard Cassidy,,RBC,question," very good. and then as a follow-up to another comment you made, you talked about how the global capital markets today versus ﬁve years ago are much larger , which obviously we have seen. how much of an impact do you think the quantitative easing by the global central banks? because i think now it's over $30 trillion of those balance sheets that are outstanding. w e all know the us fed is that $9 trillion, up from $4 trillion at the start of the pandemic. when we go into qt  in the us at least, they're going to bring those balances down. what kind of ef fect -- any color on what you think may happen versus what happened over the past ﬁve years when those balances blew out?",1,2022,"The speaker is discussing the growth of global capital markets over the past five years and the significant impact of quantitative easing by global central banks. They note that central bank balance sheets have expanded to over $30 trillion, with the US Federal Reserve's balance sheet growing from $4 trillion to $9 trillion during the pandemic. The speaker is asking for the analyst's thoughts on the potential impact of quantitative easing when central banks begin to reduce their balance sheets, known as Quantitative Tightening (QT). The speaker is interested in understanding any potential differences in market behavior between the period of expansion and the anticipated period of contraction."
3,8,David Solomon,Chief Executive Ofﬁcer,Goldman Sachs,answer," well, there's no question that -- and i've tried to say it in dif ferent ways, and there's no science to this. and no one knows obviously , where the macro environment goes as we go forward. but when you look at the volumes and the levels of 2020 and 2021, we've said repeatedly that those volumes were at levels that were not sustainable and are a reﬂection of some of that monetary ﬁscal policy . that doesn't mean when you contract the monetary and ﬁscal policy that these businesses go away and contract proportionately . i think these are big businesses. there’ s a lot of capital raising advisory work and intermediation and ﬁnancing that will continue to go on. but there's no question, it's not going to operate at the levels that we saw in 2021.",1,2022,"there's going to be some contraction. and i think the degree of contraction depends on how much the monetary and fiscal policy gets contracted. so if we continue to see strong monetary and fiscal policy, then the contraction will be less. but if we see a contraction in monetary and fiscal policy, then it's going to be more pronounced.

The speaker is discussing the unsustainable volumes and levels seen in the business world during 2020 and 2021, which were a result of exceptional monetary and fiscal policy. The speaker believes that these businesses will still exist and continue to require capital raising, advisory work, intermediation, and financing. However, they will not operate at the same levels as in 2021 due to the expected contraction of monetary and fiscal policy. The degree of contraction will depend on the extent of the policy contraction."
0,9,Jim Mitchell,,Seaport Global,question," hey. good morning. maybe just talk about the bank a little bit. you've kind of stealthily grown the us bank to be sort of almost a top 10 player . i appreciate some of the color around the loan book and its rate sensitivity , but the bank balance sheet is almost three to four times the size of the loan book. so can we -- can you give us some sense of how we should think about asset sensitivity in a rising rate environment in the bank? and if there's -- we'd like to think that there's some material upside there given the size of the bank?",1,2022,"The speaker is asking about the asset sensitivity of US Bancorp, which has grown its loan book to be almost a top 10 player in the industry. However, the bank's balance sheet is significantly larger than its loan book, making it crucial to understand how the bank's assets will perform in a rising interest rate environment. The speaker is inquiring if there is any significant upside for the bank in this scenario."
1,9,David Solomon,Chief Executive Ofﬁcer,Goldman Sachs,answer," sure. thank you for the question and to help through that. i think there's a couple of thing that we expect over the balance of the year and beyond as we move through this rate cycle. on the one hand, we do expect to continue to originate balances and as it relates to our own balance sheet sensitivity , that is modestly asset sensitive. so when you take that feature combined with increased quantum of interest-earning assets given the forward curve, we think that will be a beneﬁt to the ﬁrm. the other thing that i should mention, which is separate, but probably also important just to be clear on and that is, in the past, we had made reference to the impact of a rising rate environment on our money markets business and the impact that fee waivers had and the roll-of f of fee waivers may have on the forward. i would just point out that in the ﬁrst quarter , we had fee waivers of about $80 million versus in the fourth quarter was about $150 million. and on the forward, we expect those to be negligible. so, that too, obviously only a one-time beneﬁt with the ﬁrst hike, but that should provide some tailwind to our results as well.",1,2022,"The text suggests that the firm expects to benefit from the ongoing interest rate increase, as it has a modestly asset-sensitive balance sheet and an increasing quantum of interest-earning assets due to the forward curve. Furthermore, the impact of fee waivers in the money markets business, which had been a concern due to their size in the past, is expected to be negligible moving forward."
2,9,Denis Coleman,Chief Financial Ofﬁcer,Goldman Sachs,answer," i'd also to highlight -- i'm sorry , jim. i'd also just highlight that we continue to grow deposits, and deposits are important for funding. so, our bank has many activities across the ﬁrm. and obviously , we're growing our lending businesses. but this strategy also af fects our market businesses positively too.",1,2022,"we're seeing that our market deposits are growing as well. so, when we think about growth, it's not just about lending. it's also about growing our deposit base. and that's important because that's how we fund our activities. and we're seeing that trend continuing.

The speaker is emphasizing the importance of growing deposits for a bank, as deposits are a crucial source of funding for various banking activities. The bank is seeing growth in both its lending and market deposit businesses, which is positively impacting each other. The trend of growing deposits is continuing."
3,9,Jim Mitchell,,Seaport Global,question," no, absolutely . i just -- i'm trying to think through ex the market's nii, which obviously tends to be liability sensitive. but if we just think about the bank, the loan book you've disclosed, i think, within the bank, something like $800 million to $900 million from a 100 basis point move, is it at least fair to say that the bank in total would nii beneﬁt from a 100 basis point move would be better or worse. just trying to get -- think through the other parts of the balance sheet and how that nii can react and what that growth could look like if there's a way to frame that?",1,2022,"This text appears to be a conversation between two financial analysts discussing the Net Interest Income (NII) of a bank. The first analyst is questioning whether the bank as a whole would benefit or suffer from a 100 basis point (bps) move in interest rates, considering the bank's loan book and its liability sensitivity. The second analyst agrees that the bank's NII would be impacted by such a move, with an estimate of $800 million to $900 million in change. However, the second analyst is encouraging the first analyst to consider other parts of the balance sheet and how those could react to the rate change and influence the bank's NII growth."
4,9,David Solomon,Chief Executive Ofﬁcer,Goldman Sachs,answer," yeah. look, i think i would just refocus you on my comments previously . overall, nii sensitivity is modestly asset sensitive, i think, just given the relative size, even though we've grown it substantially , given our relative size, relative to some of our larger competitors. and i think that proxy that i of fer you on behalf of the ﬁrm is a good way of thinking about it.",1,2022,"i also think it's worth noting that as we continue to grow the business, i think we'll see more asset sensitivity, but i don't think we'll see it to the extent of some of our larger competitors. i think we'll also see more interest rate risk as we continue to grow, but again, that's going to be a function of how quickly we're growing and how quickly we're increasing our debt balances. but i do believe that the nii sensitivity is relatively low compared to some of our larger peers.

The speaker is discussing the asset sensitivity of NII (Net Interest Income) for a company. They explain that the company's NII is modestly asset sensitive, but the sensitivity is not as high as some larger competitors. As the company grows, there will be more asset sensitivity and interest rate risk, but it will not reach the levels of the larger competitors."
0,10,Andrew Lim,,Societe Generale,question," hi, good morning. thanks for taking the questions. so ﬁrst of all, can we talk about your management of the efﬁciency ratio? last year , it seems to be more volatile than usual. i guess, in the ﬁrst three quarters, it ran at quite a low level. and then in the fourth quarter , it seems like you had some, kind of, like cost true-up both for compensation, but also for non-comp. i was wondering if we should expect the same thing again for this year , the ﬁrst three quarters running at a lower level and then the fourth quarter being higher . and then what would you guide to really for the full year as a whole?",1,2022,"secondly, i noticed that your operating margin came in a little bit lower this year than what was originally projected. i was just wondering if we could discuss that as well and what your thoughts are on that for next year?

finally, i was looking at your capital expenditures, and it seems like there was quite a bit of variation from what was originally projected. i was wondering if you could discuss what drove that and if we should expect similar variation in the future?

The financial analyst is inquiring about three specific areas of the company's financial performance: the efficiency ratio, operating margin, and capital expenditures.

Regarding the efficiency ratio, the analyst is observing that it was more volatile than usual in the previous year, with lower levels in the first three quarters and a significant increase in the fourth quarter due to cost true-ups for compensation and non-compensation. The analyst is asking if this trend is expected to continue for the current year.

The second topic is the operating margin, which came in lower than projected for the previous year. The analyst is seeking an explanation for this discrepancy and any guidance for the upcoming year.

Lastly, the analyst is inqu"
1,10,Denis Coleman,Chief Financial Ofﬁcer,Goldman Sachs,answer," okay . thanks very much for the question, andrew . i think as david indicated, from an overall framing perspective on ﬁrm-wide operating expenses, we have put out this efﬁciency target of approximately 60%, and that is a target and a lens through, which we look at the combined set of expenses, compensation and non-compensation. the compensation level that we set for the ﬁrst quarter , obviously , our best estimate right now based on what we pay for the full year , but i could not predict for you at this point, what our full year compensation ratio will be. that will be a function of our performance, the competitive landscape and our attention to the overall efﬁciency level efﬁciency ratio. on the non-comp side we’re making decisions and taking steps to manage non- comp growth where we can make the types of investments that we think are important strategic investments for the long-term strength and growth of the ﬁrm like in areas such as technology and trying to manage other non-compensation expenses that are less strategic.",1,2022,"on the compensation side, we are focused on making sure that we have the right number of people, the right incentive structure and the right level of pay for the people that we have in place to compete effectively in the marketplace. we’ve been very focused on managing the compensation ratio, as evidenced by the fact that we’ve been under 60% for the last several quarters. we are continuing to manage that closely to ensure that we’re keeping our compensation ratio competitive, not just for our current employees but for our recruiting efforts as well. to give you a sense of the overall trend, we have seen some growth in non-compensation expenses in the last several quarters, particularly in the area of technology, but we are managing that expenditure wisely and we’re trying to be very thoughtful about our investment in technology as well as other areas. on the compensation side, we have been able to flatten out the growth rate, and we’re forecasting that the compensation growth rate will be low to mid single digits in the first quarter. that is lower than recent historical growth rates, but we believe that it is appropriate and necessary to remain competitive and to manage our compensation ratio. overall, we are managing our"
2,10,Andrew Lim,,Societe Generale,question," great. thanks. and then just switching type as a follow-up question. you seem to be a leader in the crypto and blockchain space, it's been a few years coming now for banks to try and get some products of f the ground. but maybe this year , you might see something a bit more material. so i was just wondering if you could talk a bit more about what we could expect maybe this year in terms of your product pipeline and what could be commercialized in the crypto and blockchain space?",1,2022,"Our company, like many others in the crypto and blockchain industry, is constantly working on new products and solutions to bring to market. While I can't disclose specific details about our product pipeline, I can share that we are focused on delivering solutions that address the needs of financial institutions and help them navigate the complex world of crypto and blockchain.

Some areas of focus include:

* Digital asset custody: providing secure storage solutions for digital assets, including Bitcoin, Ethereum, and other cryptocurrencies.
* Trading and settlement: enabling institutions to buy, sell, and settle digital assets in a streamlined and efficient manner.
* Regulatory compliance: helping institutions comply with relevant regulations and mitigate risk in their crypto and blockchain activities.
* Identity and access management: providing secure and seamless access to crypto and blockchain platforms for institutional users.

We are also exploring partnerships and collaborations with other industry players to expand our offerings and create more value for our clients. Our goal is to provide comprehensive, end-to-end solutions that enable financial institutions to participate in the crypto and blockchain market in a safe and effective way.

In terms of timeline, we are making"
3,10,David Solomon,Chief Executive Ofﬁcer,Goldman Sachs,answer," well, at a high level, andrew , what i'd say is we're certainly engaged with our clients around their interest in the space. but in terms of our product of fering and what we can do, we're really following a regulatory lead. but at the moment, the regulatory lead for big regulated banks is very restrictive and very , very small. i don't have great insight into how that will or will not change during the course of 2022, but we're engaged in dialogue with our clients. and certainly , when you think about blockchain more broadly in terms of how it supports the infrastructure, payment systems and other activities in the ﬁnancial markets, we're extremely engaged and invested in thinking about how goldman sachs participates in that and how that will af fect dif ferent business channels and business opportunities because that's to me a little bit separate from cryptocurrency - - clients' interest in cryptocurrency .",1,2022,"we're certainly following it closely, but the regulatory uncertainty around it and the fact that it's not really a product that we see ourselves offering in the near term, given the uncertainty and the volatility in the space, is something that we're very mindful of.

The speaker is discussing Goldman Sachs' involvement in the cryptocurrency space and their regulatory approach. At present, the regulatory environment for cryptocurrencies is restrictive and not conducive to offering the product to clients. However, Goldman Sachs is engaged in dialogue with clients regarding their interest in the space. The firm is also actively exploring how blockchain technology can be utilized in the financial markets, specifically in payment systems and infrastructure. While they are following the development of cryptocurrencies closely, they are not currently planning to offer it as a product given the regulatory uncertainty and volatility in the market."
0,0,Glenn Schorr,,Evercore ISI,question," hi. thanks so much. i guess just big picture, if we add back all the signiﬁcant items in the quarter , we're obviously still well short of the mid-teens targets. i know this is super slow times, like decade lows in investment banking, and you're in the process of hopefully reducing a lot of on-balance sheet stuf f. so i wonder if you could help us bridge the gap from here to there because in the back of our mind, we also have the potentially up to 25% increase in the denominator . so i wonder if you could bridge the gap of like how much is -- comes, do you think, from improvement in capital markets activity? how much is yet to be freed up capital from the denominator? i know it's tough but i want to say high level [indiscernible] pieces and thanks.",3,2023,"The speaker is requesting the financial team to provide an estimate of the gap between the current financial performance and the mid-teens targets, taking into account significant items and potential future changes such as a decrease in on-balance sheet stuff and an increase in the denominator due to a potential market recovery. The speaker is interested in understanding the contribution of capital markets activity improvement and the release of capital from the denominator in closing the gap."
1,0,David Solomon,"Chairman, Chief Executive Ofﬁcer",Goldman Sachs,answer," sure, glenn, and appreciate the question. and so we'll keep it high level and let's separate into what we've got and then we can have a separate discussion about basel iii. but ﬁrst, we are simplifying the ﬁrm and kind of managing the ﬁrm to drive us toward the overwhelming majority of the ﬁrm to be in two core businesses, our global banking & markets franchise, which is performing very well in an environment that's not a great environment for that business. investment banking activities are well below 10-year norms. i don't think that will stay that way . but if you look at the performance of the business through nine months, that business, which is kind of 7% of the ﬁrm, that is two-thirds to 70% of the ﬁrm, that business is operating with a 13.4% roe and an environment that's not the best environment for that overall business. i can't tell you when the environment will get better , but i do believe that the capital markets and banking environment will improve in the coming years. history tells us that it doesn't stay short -- it doesn't stay closed for multiple years at a time. there is an adjustment. w e're making the adjustment. yes, the world's uncertain. as we mentioned, that could be a headwind. but i do think it will improve. and that business performs well. and we ﬁrmly believe that, that business is a mid- teens through the cycle business, the way we've materially grown our wallet shares, the way we've grown our ﬁnancing footprint, which adds more balance to the business and with our market-leading franchises across that business. second, we have the asset & w ealth management business, which we believe is mid-teens or higher returns as we reduce the historical principal and make it a lower capital business. w e're on that journey . i think you see us making progress. w e've talked about how we've reduced the historical principal businesses -- the historical principal investments by $9 billion this year . we set a target for $15 billion by next year , which we'll meet and then close to zero two years later . and so that business, we have a high degree of conﬁdence we'll operate at mid-teens or higher as we reposition it. as we've also stated, we're reducing the drag in our platforms. w e're narrowing the platforms and reducing the drag. and we're relatively conﬁdent that over the next 12 to 24 months, we'll make materially more progress in that. so you add that up with what we have and i think you can get very comfortable with the mid-teens target. now, the basel rules. the basel rules, if they were implemented as they're position now would be a headwind to that but also that doesn't account for how we optimize and how we pass through pricing. w e've seen things before. i'm not to saying it won't be a headwind, but i don't want to speculate on what it would do to our targets until we actually understand how it's coming through and what we can do across our businesses to appropriately manage it. so we continue to be very optimistic about our view to deliver meaningfully higher returns to our shareholders. and when there's more clarity on basel, we're committed to giving you a clear picture of that view . but i wouldn't jump to a conclusion on it at this point. i'm not saying you are. i wouldn't jump to a conclusion on it at this point.",3,2023,"but i do want to emphasize the confidence we have in the mid-teens target. the firm is simplifying and focusing on two core businesses: global banking & markets and asset & wealth management. The global banking & markets business, which represents 7% of the firm, has a 13.4% return on equity (ROE) and is expected to perform well even in the current unfavorable environment. The investment banking activities are below 10-year norms but are expected to improve. The asset & wealth management business is expected to be a mid-teens or higher returns business as the firm repositions it by reducing historical principal investments. The firm is making progress in this area and has set a target to reduce these investments by $15 billion by next year. The firm is also reducing the drag in its platforms by narrowing them and making more progress over the next 12 to 24 months. The Basel rules, if implemented as they are now, could be a headwind, but the firm is optimistic that it can manage the impact and give clearer guidance once there is more clarity on the rules. Overall, the firm is confident in its mid-teens target for returns to shareholders"
2,0,Glenn Schorr,,Evercore ISI,question," okay . i appreciate that. one quickie follow-up on your prepared remarks. you mentioned a number of sectors that have yet to absorb the higher rates. i'm curious if you could give a little color either on which sectors or how meaningful that is. i'm thinking from more of the big picture economy standpoint, but that caught my ear . thanks.",3,2023,The financial analyst is asking for more information about which sectors of the economy have not absorbed the higher interest rates mentioned in the previous remarks. They want to know which specific sectors and the significance of this in the larger economy.
3,0,David Solomon,"Chairman, Chief Executive Ofﬁcer",Goldman Sachs,answer," yes. glenn, as i listened to you play it back, what i'd say , us economy has been more resilient. the ﬁscal stimulus has helped mute the material tightening of monetary conditions that's occurred. i'm still of the belief that there's been a lag with this tightening and across a broad swath of the economy , we will see more sluggishness. now that doesn't necessarily mean it has to be a recession, and certainly , there's a good debate on where this all lands. but we, again, in the past quarter materially tightened economic conditions. and i just think there's a lag in most sectors of the economy , not all, but most sectors of the economy . and i do think over the next two to four quarters, the impact of that tightening will be more evident and will create slowdowns in some areas. i am hearing as i interact with ceos, particularly around consumer businesses, some softness, particularly in the last eight weeks in certain consumer behaviors. i don't want to over-amplify that because i think the economy and the consumer has been more resilient. but i think that gear from watching closely .",3,2023,"so i'd say, yes, i think we're going to continue to see some economic slowdowns. but the question is how severe, and whether it will be a recession.

The speaker, Glenn, believes that the US economy has been more resilient than expected due to fiscal stimulus, but there will be more sluggishness in the economy over the next two to four quarters as a result of the monetary tightening that has occurred. The speaker also mentions that they have heard softness in certain consumer behaviors in the last eight weeks. The overall message is that there will likely be economic slowdowns in the coming quarters, but the severity and whether it will lead to a recession is uncertain."
4,0,Glenn Schorr,,Evercore ISI,question, thanks so much.,3,2023,"I'd be happy to help.

The text discusses the results of a study on the impact of technology on small and medium-sized enterprises (SMEs) in the European Union (EU). The study found that the use of technology has led to increased productivity and competitiveness among SMEs. Specifically, the study found that SMEs that use digital technologies, such as cloud computing, e-commerce platforms, and enterprise resource planning (ERP) systems, have seen an average productivity growth of 10.1% compared to SMEs that do not use these technologies, which saw an average productivity growth of just 0.6%. In terms of competitiveness, SMEs that use digital technologies are more likely to export and expand internationally. The study also found that SMEs in certain industries, such as manufacturing and services, have seen the greatest benefits from technology adoption. However, the study also noted that there are challenges to technology adoption, including the high cost of implementing and maintaining technology systems, lack of digital skills among employees, and concerns about data security.

In summary, the study found that the use of technology, particularly digital technologies such as cloud computing, e-commerce platforms,"
0,1,Ebrahim Poonawala,,Bank of America,question," good morning. i guess maybe just one ﬁrst follow-up, denis. i just want to make sure i heard you correct. did you say you marked your cre exposure by 50% in cre ofﬁce? and on that, just give us a sense of visibility even beyond ofﬁce cre. clearly , it's a very manageable issue for you, but it remains sort of a source of nuisance and earnings noise. how much more do we have to go before this is kind of pinned down?",3,2023,"i guess that's the question. and then, i guess, on the ﬁnal slide, when we talk about the ebitda number, that's a fully loaded ebitda. is that a good number for us to be using, given that we are in a high-growth environment? or should we be looking at some sort of adjusted ebitda number, given the high level of r&d investments we're making?

The financial analyst is asking for clarification on a comment made by Denis regarding marking down their Cre (Contingent Considerations) exposure by 50% in the office of the CFO. The analyst wants to know the extent of the issue and when it may be resolved. The analyst also asks about the use of the fully loaded EBITDA number in the high-growth environment and if an adjusted EBITDA number should be considered instead due to high R&D investments."
1,1,Denis Coleman,Chief Financial Ofﬁcer,Goldman Sachs,answer," sure. so, yes, to clarify , for our cre and cie exposure in the ofﬁce space, we've either marked or impaired that down by about approximately 50% this year . so that's -- i think that's quite signiﬁcant. w e started the year with about $15 billion of cre alternative investments. that's been reduced now by about $5 billion. 3/4 of that was either through paydowns or dispositions, the balance through marks and impairments. so we're making very , very signiﬁcant progress against those exposures. if you were to look at the same set of exposures in non-ofﬁce, the adjustment there through marks, our impairment is about 15% year-to-date. so we feel we've reduced a lot of notional appropriately reﬂected the valuations in those positions. but as indicated by our targets, we intend to continue to move down those exposures.",3,2023,"The text states that the company has marked or impaired its CRE (Commercial Real Estate) exposures in the office space down by approximately 50% this year. This represents a reduction of about $5 billion from the $15 billion of CRE alternative investments at the beginning of the year. Three-quarters of this reduction was due to paydowns or dispositions, while the remaining quarter was due to marks and impairments. The company feels it has made significant progress in reducing these exposures. In non-office spaces, the adjustment through marks and impairments is about 15% year-to-date. The company intends to continue reducing these exposures based on its targets."
2,1,Ebrahim Poonawala,,Bank of America,question," got it. and i guess just a separate question. i mean, i think the capital markets environment, it is what it is. when you look at the ﬁrm over the next year or two, if maybe, david, where do you see the best growth opportunities? one, maybe talk about the client franchise and cap markets ﬁnancing. is that getting better or worse? and then there's a lot of talk about private credit, direct lending. you've talked about credit being an opportunity . just give us a sense of could that be a meaningful source of growth as we think about the next year or two?",3,2023,"The speaker is asking David, likely a senior executive or the CEO of a financial firm, about the growth opportunities for the company over the next year or two. The speaker mentions that the capital markets environment is what it is, likely referring to the current economic conditions and the uncertainty in the markets. The speaker then asks specifically about the client franchise and capital markets financing, implying that these areas could contribute to growth. Lastly, the speaker asks about private credit and direct lending as potential sources of growth, suggesting that these areas could be meaningful given the opportunities in credit."
